"","HAULJOIN","AREA","YEAR","BIN","MATURITY","COUNT","LATITUDE","LONGITUDE"
"1",11708,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",1,55.38225,-165.21725
"2",11708,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",1,55.38225,-165.21725
"3",9958,"SNOW_EBS_ALL",1989,"[60,70)","MATURE",1,56.002165,-168.220085
"4",9958,"SNOW_EBS_ALL",1989,"[60,70)","IMMATURE",1,56.002165,-168.220085
"5",9958,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",2,56.002165,-168.220085
"6",9958,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",4,56.002165,-168.220085
"7",9958,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",2,56.002165,-168.220085
"8",9958,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",2,56.002165,-168.220085
"9",11714,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",2,56.34892,-166.40517
"10",11714,"SNOW_EBS_ALL",1989,"[60,70)","IMMATURE",1,56.34892,-166.40517
"11",9957,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",3.0882,56.332415,-168.251165
"12",9957,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",15.441,56.332415,-168.251165
"13",9957,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",9.2646,56.332415,-168.251165
"14",9957,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",3.0882,56.332415,-168.251165
"15",11729,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",1,56.668085,-167.662
"16",11729,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",1,56.668085,-167.662
"17",9956,"SNOW_EBS_ALL",1989,"[60,70)","MATURE",2,56.65908,-168.28717
"18",9956,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",1,56.65908,-168.28717
"19",9956,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",1,56.65908,-168.28717
"20",9956,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",1,56.65908,-168.28717
"21",9956,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",2,56.65908,-168.28717
"22",9956,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",2,56.65908,-168.28717
"23",9956,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",1,56.65908,-168.28717
"24",9956,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",1,56.65908,-168.28717
"25",9960,"SNOW_EBS_ALL",1989,"[60,70)","MATURE",1,56.680165,-169.49958
"26",9989,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",10.0852,56.65275,-170.73075
"27",9989,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",5.0426,56.65275,-170.73075
"28",9989,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",5.0426,56.65275,-170.73075
"29",9989,"SNOW_EBS_ALL",1989,"[50,60)","IMMATURE",5.0426,56.65275,-170.73075
"30",9989,"SNOW_EBS_ALL",1989,"[60,70)","MATURE",5.0426,56.65275,-170.73075
"31",11791,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",1,56.65008,-171.98483
"32",11730,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",1,57.01683,-167.71508
"33",11730,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",2,57.01683,-167.71508
"34",11730,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",1,57.01683,-167.71508
"35",11716,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",1,57.008835,-166.46575
"36",11716,"SNOW_EBS_ALL",1989,"[60,70)","MATURE",4,57.008835,-166.46575
"37",11716,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",3,57.008835,-166.46575
"38",11716,"SNOW_EBS_ALL",1989,"[50,60)","MATURE",2,57.008835,-166.46575
"39",11716,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",1,57.008835,-166.46575
"40",11716,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",2,57.008835,-166.46575
"41",11716,"SNOW_EBS_ALL",1989,"[60,70)","IMMATURE",1,57.008835,-166.46575
"42",9954,"SNOW_EBS_ALL",1989,"[60,70)","IMMATURE",1,57.010335,-168.341665
"43",9954,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",2,57.010335,-168.341665
"44",9954,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",5,57.010335,-168.341665
"45",9954,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",4,57.010335,-168.341665
"46",9954,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",5,57.010335,-168.341665
"47",9954,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",1,57.010335,-168.341665
"48",9954,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",5,57.010335,-168.341665
"49",9954,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",3,57.010335,-168.341665
"50",9954,"SNOW_EBS_ALL",1989,"[100,110)","IMMATURE",1,57.010335,-168.341665
"51",9954,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",1,57.010335,-168.341665
"52",11789,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",6.1653,56.999,-171.38375
"53",11789,"SNOW_EBS_ALL",1989,"[60,70)","MATURE",8.2204,56.999,-171.38375
"54",11789,"SNOW_EBS_ALL",1989,"[50,60)","MATURE",2.0551,56.999,-171.38375
"55",11789,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",2.0551,56.999,-171.38375
"56",11789,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",6.1653,56.999,-171.38375
"57",11789,"SNOW_EBS_ALL",1989,"[100,110)","IMMATURE",2.0551,56.999,-171.38375
"58",11789,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",2.0551,56.999,-171.38375
"59",9931,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",3,57.330335,-167.14475
"60",9931,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",1,57.330335,-167.14475
"61",9931,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",2,57.330335,-167.14475
"62",9931,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",1,57.330335,-167.14475
"63",9931,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",2,57.330335,-167.14475
"64",9931,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",1,57.330335,-167.14475
"65",9931,"SNOW_EBS_ALL",1989,"[60,70)","MATURE",1,57.330335,-167.14475
"66",11717,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",10,57.404335,-166.490085
"67",11717,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",1,57.404335,-166.490085
"68",11717,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",2,57.404335,-166.490085
"69",11717,"SNOW_EBS_ALL",1989,"[50,60)","IMMATURE",1,57.404335,-166.490085
"70",9993,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",1,57.337665,-172.11642
"71",9993,"SNOW_EBS_ALL",1989,"[120,130)","MATURE",1,57.337665,-172.11642
"72",9993,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",1,57.337665,-172.11642
"73",9993,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",1,57.337665,-172.11642
"74",11732,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",12.018,57.696,-167.749665
"75",11732,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",12.018,57.696,-167.749665
"76",11732,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",12.018,57.696,-167.749665
"77",11732,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",2.4036,57.696,-167.749665
"78",11732,"SNOW_EBS_ALL",1989,"[100,110)","IMMATURE",4.8072,57.696,-167.749665
"79",11732,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",19.2288,57.696,-167.749665
"80",11732,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",12.018,57.696,-167.749665
"81",11732,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",7.2108,57.696,-167.749665
"82",11732,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",2.4036,57.696,-167.749665
"83",11732,"SNOW_EBS_ALL",1989,"[60,70)","IMMATURE",2.4036,57.696,-167.749665
"84",9932,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",6,57.663335,-167.1565
"85",9932,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",10,57.663335,-167.1565
"86",9932,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",4,57.663335,-167.1565
"87",9932,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",4,57.663335,-167.1565
"88",9932,"SNOW_EBS_ALL",1989,"[60,70)","IMMATURE",2,57.663335,-167.1565
"89",9932,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",2,57.663335,-167.1565
"90",11718,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",286.284,57.68725,-166.50033
"91",11718,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",500.997,57.68725,-166.50033
"92",11718,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",50.0997,57.68725,-166.50033
"93",11718,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",14.3142,57.68725,-166.50033
"94",11718,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",28.6284,57.68725,-166.50033
"95",11718,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",28.6284,57.68725,-166.50033
"96",11718,"SNOW_EBS_ALL",1989,"[60,70)","IMMATURE",78.7281,57.68725,-166.50033
"97",11718,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",7.1571,57.68725,-166.50033
"98",11718,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",35.7855,57.68725,-166.50033
"99",9898,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",1,57.672835,-164.612835
"100",9898,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",1,57.672835,-164.612835
"101",9933,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",68.5002,57.99775,-167.15508
"102",9933,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",11.4167,57.99775,-167.15508
"103",9933,"SNOW_EBS_ALL",1989,"[60,70)","IMMATURE",22.8334,57.99775,-167.15508
"104",9933,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",22.8334,57.99775,-167.15508
"105",11719,"SNOW_EBS_ALL",1989,"[50,60)","IMMATURE",249.7968,58.01917,-166.51992
"106",11719,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",208.164,58.01917,-166.51992
"107",11719,"SNOW_EBS_ALL",1989,"[60,70)","IMMATURE",222.0416,58.01917,-166.51992
"108",11719,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",13.8776,58.01917,-166.51992
"109",11719,"SNOW_EBS_ALL",1989,"[40,50)","IMMATURE",41.6328,58.01917,-166.51992
"110",11719,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",55.5104,58.01917,-166.51992
"111",9948,"SNOW_EBS_ALL",1989,"[60,70)","IMMATURE",7.2438,58.00625,-168.436085
"112",9948,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",16.9022,58.00625,-168.436085
"113",9948,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",9.6584,58.00625,-168.436085
"114",9948,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",4.8292,58.00625,-168.436085
"115",9948,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",2.4146,58.00625,-168.436085
"116",9968,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",9.7221,58.004335,-169.70275
"117",9968,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",9.7221,58.004335,-169.70275
"118",9968,"SNOW_EBS_ALL",1989,"[100,110)","IMMATURE",9.7221,58.004335,-169.70275
"119",9985,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",13,57.993,-170.968835
"120",9985,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",8,57.993,-170.968835
"121",9985,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",3,57.993,-170.968835
"122",9985,"SNOW_EBS_ALL",1989,"[120,130)","MATURE",7,57.993,-170.968835
"123",9985,"SNOW_EBS_ALL",1989,"[100,110)","IMMATURE",1,57.993,-170.968835
"124",9985,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",1,57.993,-170.968835
"125",10015,"SNOW_EBS_ALL",1989,"[60,70)","MATURE",1,57.99792,-173.48508
"126",10015,"SNOW_EBS_ALL",1989,"[50,60)","MATURE",2,57.99792,-173.48508
"127",9949,"SNOW_EBS_ALL",1989,"[120,130)","MATURE",2.4497,57.82383,-168.71967
"128",9949,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",2.4497,57.82383,-168.71967
"129",9949,"SNOW_EBS_ALL",1989,"[100,110)","IMMATURE",4.8994,57.82383,-168.71967
"130",9949,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",4.8994,57.82383,-168.71967
"131",9949,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",7.3491,57.82383,-168.71967
"132",9949,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",4.8994,57.82383,-168.71967
"133",11765,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",15,57.84575,-170.6045
"134",11765,"SNOW_EBS_ALL",1989,"[100,110)","IMMATURE",1,57.84575,-170.6045
"135",11765,"SNOW_EBS_ALL",1989,"[120,130)","MATURE",6,57.84575,-170.6045
"136",11765,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",15,57.84575,-170.6045
"137",11765,"SNOW_EBS_ALL",1989,"[110,120)","IMMATURE",1,57.84575,-170.6045
"138",11765,"SNOW_EBS_ALL",1989,"[120,130)","IMMATURE",1,57.84575,-170.6045
"139",11765,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",2,57.84575,-170.6045
"140",11765,"SNOW_EBS_ALL",1989,"[130,140)","MATURE",2,57.84575,-170.6045
"141",11765,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",1,57.84575,-170.6045
"142",11765,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",3,57.84575,-170.6045
"143",11720,"SNOW_EBS_ALL",1989,"[60,70)","IMMATURE",13,58.35325,-166.55667
"144",11720,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",2,58.35325,-166.55667
"145",11720,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",6,58.35325,-166.55667
"146",11720,"SNOW_EBS_ALL",1989,"[50,60)","IMMATURE",11,58.35325,-166.55667
"147",11720,"SNOW_EBS_ALL",1989,"[30,40)","IMMATURE",9,58.35325,-166.55667
"148",11720,"SNOW_EBS_ALL",1989,"[40,50)","IMMATURE",3,58.35325,-166.55667
"149",9947,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",2,58.33792,-168.479665
"150",9947,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",1,58.33792,-168.479665
"151",9947,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",4,58.33792,-168.479665
"152",9947,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",3,58.33792,-168.479665
"153",9947,"SNOW_EBS_ALL",1989,"[100,110)","IMMATURE",1,58.33792,-168.479665
"154",9947,"SNOW_EBS_ALL",1989,"[60,70)","IMMATURE",1,58.33792,-168.479665
"155",9969,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",1,58.371835,-169.720665
"156",9969,"SNOW_EBS_ALL",1989,"[120,130)","MATURE",1,58.371835,-169.720665
"157",11797,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",2,58.32933,-172.91308
"158",10016,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",1,58.331585,-173.569085
"159",11745,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",2,58.67017,-169.164665
"160",11745,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",2,58.67017,-169.164665
"161",11745,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",1,58.67017,-169.164665
"162",11745,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",1,58.67017,-169.164665
"163",11745,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",2,58.67017,-169.164665
"164",11745,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",1,58.67017,-169.164665
"165",11745,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",1,58.67017,-169.164665
"166",11745,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",1,58.67017,-169.164665
"167",9983,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",20.307,58.648415,-171.08033
"168",9983,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",24.3684,58.648415,-171.08033
"169",9983,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",28.4298,58.648415,-171.08033
"170",9983,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",12.1842,58.648415,-171.08033
"171",9983,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",4.0614,58.648415,-171.08033
"172",9983,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",4.0614,58.648415,-171.08033
"173",11798,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",2,58.667585,-172.994915
"174",11798,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",2,58.667585,-172.994915
"175",11798,"SNOW_EBS_ALL",1989,"[100,110)","IMMATURE",1,58.667585,-172.994915
"176",10018,"SNOW_EBS_ALL",1989,"[50,60)","IMMATURE",1,58.99842,-173.71425
"177",10018,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",1,58.99842,-173.71425
"178",10018,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",1,58.99842,-173.71425
"179",10018,"SNOW_EBS_ALL",1989,"[100,110)","IMMATURE",1,58.99842,-173.71425
"180",10018,"SNOW_EBS_ALL",1989,"[60,70)","MATURE",1,58.99842,-173.71425
"181",10018,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",1,58.99842,-173.71425
"182",9981,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",52.123,59.330665,-171.177165
"183",9981,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",31.2738,59.330665,-171.177165
"184",9981,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",41.6984,59.330665,-171.177165
"185",10019,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",1,59.33525,-173.795335
"186",10019,"SNOW_EBS_ALL",1989,"[60,70)","IMMATURE",1,59.33525,-173.795335
"187",10019,"SNOW_EBS_ALL",1989,"[110,120)","IMMATURE",1,59.33525,-173.795335
"188",10019,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",1,59.33525,-173.795335
"189",10019,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",1,59.33525,-173.795335
"190",11816,"SNOW_EBS_ALL",1989,"[60,70)","MATURE",1,59.342165,-174.364
"191",11816,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",2,59.342165,-174.364
"192",11816,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",1,59.342165,-174.364
"193",11816,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",1,59.342165,-174.364
"194",11842,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",6,59.337,-175.17192
"195",11842,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",2,59.337,-175.17192
"196",11842,"SNOW_EBS_ALL",1989,"[60,70)","IMMATURE",2,59.337,-175.17192
"197",11842,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",16,59.337,-175.17192
"198",11842,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",16,59.337,-175.17192
"199",11842,"SNOW_EBS_ALL",1989,"[120,130)","MATURE",6,59.337,-175.17192
"200",11842,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",2,59.337,-175.17192
"201",11842,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",2,59.337,-175.17192
"202",11843,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",2,59.334585,-175.775085
"203",11843,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",1,59.334585,-175.775085
"204",11843,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",1,59.334585,-175.775085
"205",11843,"SNOW_EBS_ALL",1989,"[60,70)","MATURE",1,59.334585,-175.775085
"206",11843,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",1,59.334585,-175.775085
"207",11843,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",1,59.334585,-175.775085
"208",11843,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",1,59.334585,-175.775085
"209",11845,"SNOW_EBS_ALL",1989,"[130,140)","MATURE",1,59.3145,-176.48158
"210",11817,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",3,59.67967,-174.453085
"211",11817,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",3,59.67967,-174.453085
"212",11817,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",2,59.67967,-174.453085
"213",11817,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",2,59.67967,-174.453085
"214",11817,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",1,59.67967,-174.453085
"215",11817,"SNOW_EBS_ALL",1989,"[50,60)","MATURE",3,59.67967,-174.453085
"216",11817,"SNOW_EBS_ALL",1989,"[120,130)","MATURE",2,59.67967,-174.453085
"217",11817,"SNOW_EBS_ALL",1989,"[60,70)","MATURE",2,59.67967,-174.453085
"218",11817,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",2,59.67967,-174.453085
"219",11817,"SNOW_EBS_ALL",1989,"[40,50)","MATURE",1,59.67967,-174.453085
"220",11817,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",3,59.67967,-174.453085
"221",11817,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",1,59.67967,-174.453085
"222",11817,"SNOW_EBS_ALL",1989,"[50,60)","IMMATURE",1,59.67967,-174.453085
"223",10040,"SNOW_EBS_ALL",1989,"[60,70)","IMMATURE",5.5639,59.66758,-175.11258
"224",9979,"SNOW_EBS_ALL",1989,"[60,70)","MATURE",13,59.992,-171.319335
"225",9979,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",52,59.992,-171.319335
"226",9979,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",13,59.992,-171.319335
"227",11818,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",23.6456,60.019335,-174.603415
"228",11818,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",6,60.019335,-174.603415
"229",11818,"SNOW_EBS_ALL",1989,"[100,110)","IMMATURE",2,60.019335,-174.603415
"230",11818,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",4,60.019335,-174.603415
"231",11818,"SNOW_EBS_ALL",1989,"[60,70)","IMMATURE",23.6456,60.019335,-174.603415
"232",11818,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",27.6456,60.019335,-174.603415
"233",11818,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",4,60.019335,-174.603415
"234",11818,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",47.2912,60.019335,-174.603415
"235",11818,"SNOW_EBS_ALL",1989,"[50,60)","IMMATURE",11.8228,60.019335,-174.603415
"236",11818,"SNOW_EBS_ALL",1989,"[120,130)","MATURE",1,60.019335,-174.603415
"237",11841,"SNOW_EBS_ALL",1989,"[60,70)","MATURE",22,60.015415,-175.21183
"238",11841,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",2,60.015415,-175.21183
"239",11841,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",6,60.015415,-175.21183
"240",11841,"SNOW_EBS_ALL",1989,"[50,60)","MATURE",4,60.015415,-175.21183
"241",11841,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",2,60.015415,-175.21183
"242",11841,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",4,60.015415,-175.21183
"243",11841,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",6,60.015415,-175.21183
"244",11840,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",3,60.00358,-175.903915
"245",11840,"SNOW_EBS_ALL",1989,"[60,70)","MATURE",1,60.00358,-175.903915
"246",11840,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",3,60.00358,-175.903915
"247",11840,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",1,60.00358,-175.903915
"248",11840,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",1,60.00358,-175.903915
"249",11838,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",2,60.003,-177.18425
"250",11838,"SNOW_EBS_ALL",1989,"[120,130)","MATURE",8,60.003,-177.18425
"251",11838,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",2,60.003,-177.18425
"252",11838,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",8,60.003,-177.18425
"253",11838,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",2,60.003,-177.18425
"254",11838,"SNOW_EBS_ALL",1989,"[130,140)","MATURE",1,60.003,-177.18425
"255",11838,"SNOW_EBS_ALL",1989,"[30,40)","IMMATURE",2,60.003,-177.18425
"256",11838,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",2,60.003,-177.18425
"257",11838,"SNOW_EBS_ALL",1989,"[20,30)","IMMATURE",1,60.003,-177.18425
"258",11838,"SNOW_EBS_ALL",1989,"[60,70)","IMMATURE",1,60.003,-177.18425
"259",11838,"SNOW_EBS_ALL",1989,"[40,50)","IMMATURE",6,60.003,-177.18425
"260",11838,"SNOW_EBS_ALL",1989,"[40,50)","MATURE",1,60.003,-177.18425
"261",11837,"SNOW_EBS_ALL",1989,"[30,40)","IMMATURE",1,60.00583,-177.880335
"262",11803,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",24.5564,59.84058,-173.52342
"263",11803,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",29.0212,59.84058,-173.52342
"264",11803,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",8.9296,59.84058,-173.52342
"265",11803,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",17.8592,59.84058,-173.52342
"266",11803,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",17.8592,59.84058,-173.52342
"267",11803,"SNOW_EBS_ALL",1989,"[60,70)","IMMATURE",11.162,59.84058,-173.52342
"268",11803,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",11.162,59.84058,-173.52342
"269",11803,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",4.4648,59.84058,-173.52342
"270",11803,"SNOW_EBS_ALL",1989,"[70,80)","MATURE",2.2324,59.84058,-173.52342
"271",11803,"SNOW_EBS_ALL",1989,"[50,60)","MATURE",2.2324,59.84058,-173.52342
"272",11819,"SNOW_EBS_ALL",1989,"[100,110)","MATURE",6,60.318665,-174.7075
"273",11819,"SNOW_EBS_ALL",1989,"[110,120)","MATURE",1,60.318665,-174.7075
"274",11819,"SNOW_EBS_ALL",1989,"[90,100)","MATURE",5,60.318665,-174.7075
"275",11819,"SNOW_EBS_ALL",1989,"[90,100)","IMMATURE",5,60.318665,-174.7075
"276",11819,"SNOW_EBS_ALL",1989,"[80,90)","IMMATURE",54.0635,60.318665,-174.7075
"277",11819,"SNOW_EBS_ALL",1989,"[70,80)","IMMATURE",97.3143,60.318665,-174.7075
"278",11819,"SNOW_EBS_ALL",1989,"[100,110)","IMMATURE",1,60.318665,-174.7075
"279",11819,"SNOW_EBS_ALL",1989,"[50,60)","IMMATURE",75.6889,60.318665,-174.7075
"280",11819,"SNOW_EBS_ALL",1989,"[80,90)","MATURE",11.8127,60.318665,-174.7075
"281",11819,"SNOW_EBS_ALL",1989,"[60,70)","IMMATURE",10.8127,60.318665,-174.7075
